Liste,Section,Genre,Nom,Position,Tete de liste
MI CHANS MATINIK,Sud,f,Lorna BASPIN,5,0
MI CHANS MATINIK,Sud,m,Gabriel LAGRANDCOURT,6,0
MI CHANS MATINIK,Sud,f,Vanessa LAIGLE,7,0
MI CHANS MATINIK,Sud,m,Eric COPPET,8,0
MI CHANS MATINIK,Sud,f,Patricia SERBIN,9,0
MI CHANS MATINIK,Sud,m,Jean-Yves PANCRATE,10,0
MI CHANS MATINIK,Sud,f,Yohanne DINTIMILLE,11,0
MI CHANS MATINIK,Sud,m,Jean-Marc LUSBEC,12,0
MI CHANS MATINIK,Sud,f,Karine THERESE,13,0
MI CHANS MATINIK,Sud,m,Jean-Christian Hubert Georges DUQUET,14,0
MI CHANS MATINIK,Sud,f,Maëlle MARIE-LOUISE,15,0
MI CHANS MATINIK,Sud,m,Jean-Louis ROUVILLAIN,16,0
LA MARTINIQUE ENSEMBLE,Centre,f,Marie-Frantz TINOT,1,0
LA MARTINIQUE ENSEMBLE,Centre,m,Johnny ROSE,2,0
LA MARTINIQUE ENSEMBLE,Centre,f,Laura LITADIER,3,0
LA MARTINIQUE ENSEMBLE,Centre,m,François-Christophe URSULET,4,0
LA MARTINIQUE ENSEMBLE,Centre,f,Carine BEAUBANT GAMBIE,5,0
LA MARTINIQUE ENSEMBLE,Centre,m,Ludovic ROMAIN,6,0
LA MARTINIQUE ENSEMBLE,Centre,f,Régine JEAN-EUSTACHE POGNON,7,0
LA MARTINIQUE ENSEMBLE,Centre,m,Jean-Hugues EURANIE,8,0
LA MARTINIQUE ENSEMBLE,Centre,f,Georgette RANGOLY,9,0
LA MARTINIQUE ENSEMBLE,Centre,m,Jean-Paul CHEMIR,10,0
LA MARTINIQUE ENSEMBLE,Centre,f,Mireille LOUEMBA LETI,11,0
LA MARTINIQUE ENSEMBLE,Centre,m,Jérémy TERRINE,12,0
LA MARTINIQUE ENSEMBLE,Centre,f,Clarisse LAPART,13,0
LA MARTINIQUE ENSEMBLE,Centre,m,Jonathan ANACLET,14,0
LA MARTINIQUE ENSEMBLE,Centre,f,Murièle SALPETRIER,15,0
LA MARTINIQUE ENSEMBLE,Centre,m,Lionel GRANDIN,16,0
LA MARTINIQUE ENSEMBLE,Centre,f,Eveline DUFRENOT,17,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Catherine CONCONNE,1,1
LA MARTINIQUE ENSEMBLE,Fort-de-France,m,Julien VILLET,2,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Katy DORE,3,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,m,Max MORINIERE,4,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Barbara JEAN-ELIE,5,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,m,Mike ADRASSE,6,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Edithe VELAYOUDON,7,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,m,Raymond REMISSE,8,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Marlène PARIZE-VALDOR,9,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,m,Philippe ROSIER,10,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Adrianna LAMALLE,11,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,m,Robert Christophe SAMSON-EMMANUEL,12,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Alexandra ROCH,13,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,m,Marc SEFIL,14,0
LA MARTINIQUE ENSEMBLE,Fort-de-France,f,Mirella PHEBIDIAS,15,0
LA MARTINIQUE ENSEMBLE,Nord,m,Christian RAPHA,1,0
LA MARTINIQUE ENSEMBLE,Nord,f,Kora BERNABE,2,0
LA MARTINIQUE ENSEMBLE,Nord,m,Claude LISLET,3,0
LA MARTINIQUE ENSEMBLE,Nord,f,Laurence JEANNE-ROSE,4,0
LA MARTINIQUE ENSEMBLE,Nord,m,Jocelyn MARRON,5,0
LA MARTINIQUE ENSEMBLE,Nord,f,Julie THOBOR GROS-DESIRS,6,0
LA MARTINIQUE ENSEMBLE,Nord,m,Jean-Emile SIMPHOR,7,0
LA MARTINIQUE ENSEMBLE,Nord,f,Chantal BAUCELIN,8,0
LA MARTINIQUE ENSEMBLE,Nord,m,Patrick ULTET,9,0
LA MARTINIQUE ENSEMBLE,Nord,f,Rylha MARTIAL,10,0
LA MARTINIQUE ENSEMBLE,Nord,m,Pierre Marcel DIAZ,11,0
LA MARTINIQUE ENSEMBLE,Nord,f,Kalthoum BEN M'BARECK,12,0
LA MARTINIQUE ENSEMBLE,Nord,m,Michel ULLINDAH,13,0
LA MARTINIQUE ENSEMBLE,Nord,f,Chantal ZAIRE,14,0
LA MARTINIQUE ENSEMBLE,Nord,m,Stéphane ZIE-ME,15,0
LA MARTINIQUE ENSEMBLE,Nord,f,Régine SAINTE-CROIX,16,0
LA MARTINIQUE ENSEMBLE,Sud,m,Fred Michel TIRAULT,1,0
LA MARTINIQUE ENSEMBLE,Sud,f,Lucie LEBRAVE,2,0
LA MARTINIQUE ENSEMBLE,Sud,m,Ruddy DUVILLE,3,0
LA MARTINIQUE ENSEMBLE,Sud,f,Ruidice LABANARD,4,0
LA MARTINIQUE ENSEMBLE,Sud,m,Daniel ELMIRA,5,0
LA MARTINIQUE ENSEMBLE,Sud,f,Marie-Line AMPIGNY,6,0
LA MARTINIQUE ENSEMBLE,Sud,m,Stéphane MIRANDE,7,0
LA MARTINIQUE ENSEMBLE,Sud,f,Madeleine CIVATON,8,0
LA MARTINIQUE ENSEMBLE,Sud,m,Christophe SAINT-CYR,9,0
LA MARTINIQUE ENSEMBLE,Sud,f,Marie-Josée ALGER,10,0
LA MARTINIQUE ENSEMBLE,Sud,m,Victor VARRIN-DOYER,11,0
LA MARTINIQUE ENSEMBLE,Sud,f,Valérie Clémence COPPET,12,0
LA MARTINIQUE ENSEMBLE,Sud,m,Grégory GERME,13,0
LA MARTINIQUE ENSEMBLE,Sud,f,Gessy VIGILANT,14,0
LA MARTINIQUE ENSEMBLE,Sud,m,Guillaume PULVAR,15,0
LA MARTINIQUE ENSEMBLE,Sud,f,Martine CLAIRVOYANT,16,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Louis MAUGEE,1,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Luciana SHOULETTE,2,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Gérard BELTAN,3,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Marie-Antoinette CARDA,4,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Jean-Marc VERT-PRE,5,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Yolène FLOBINUS,6,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Yves GLANY,7,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Annie COLLOT,8,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Yannick Alvin EMMANUEL,9,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Marilyn BASTE,10,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,André Laurent VALOIR,11,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Eliane DAVIDAS,12,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Marc-André VILLAGEOIS,13,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Agnès DUFEAL,14,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Clément SULIO,15,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,f,Sonia BAYARDIN,16,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Centre,m,Fred Alain MARTAIL,17,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Gabriel JEAN-MARIE,1,1
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,f,Mélanie Laura SULIO,2,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Jean-Jacques MAGIT,3,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,f,Rosella BROCHE,4,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Bruno François BEAUNOL,5,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,f,Florence Nadiège MARTIN,6,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Casimir BRENA,7,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,f,Rosette DIGONAL,8,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Pierre BRISSONNET,9,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,f,Guylène Solange TRABILORD,10,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Rodrigue PIED,11,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,f,Shirley POTTINGER-GONZALEZ,12,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Eric Vincent VINCENT,13,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,f,Ghislaine JOACHIM-ARNAUD,14,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Fort-de-France,m,Théodore FOIST,15,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Marie-Hellen Nazaire MARTHE-DITE-SURELLY,1,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Laurent CENTAURE,2,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Guérita GOVINDY,3,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Jean Etienne BREDAS,4,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Joëlle ROVELA,5,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Agnan Jocky VAUBIEN,6,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Marie-Noëlle PHILLIPY,7,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Rose Elie TATLOT,8,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Céline Nicole LORIOL,9,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Patrick Monique FLOBINUS,10,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Athanase Marthe EUPHROSINE,11,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Patrice PIERRON,12,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Kiliane LECHERTIER,13,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Gaëtan Alex DUFEAL,14,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,f,Maryse MARIE-SAINTE,15,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Nord,m,Luc LOUIS-THERESE,16,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Eric LOUIS-ALEXANDRE,1,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Agnès ADOLPHE,2,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Steve CIZO,3,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Thérèse JOSEPH-BONIFACE,4,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Raymond JOSEPH,5,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Marie-Annick Roberte HENDERSON,6,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Théodose TRUXILLO,7,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Régine JEAN-MARIE,8,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Alex LEGENDRI,9,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Thomas Paulette FIDOL,10,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Philippe Eddy SIMOND,11,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Madjanie Isabelle LEPRIX,12,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Albéric TAVUS,13,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Josiane Expédit GUITTEAUD,14,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,m,Armand CAVALIER,15,0
COMBAT OUVRIER - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,Sud,f,Ilvrine TOM,16,0
